Id,neighborhood,zone,style,area,beds,baths,build,sold,age,cars,kitchen,overall,lotarea,saleprice
181,0.84,0.5,0.8,0.01816105082809816,3.0,2.0,0.9,0.4,0.23333333333333334,0.6666666666666666,0.3,0.6,-0.8418478296818772,177000.0
182,0.24,0.1,0.8,0.5454787740338853,4.0,1.0,0.1,0.2,2.8666666666666667,0.3333333333333333,0.2,0.7,-0.29353309321470783,200100.0
183,0.28,0.1,0.4,-0.3340186560060919,3.0,1.0,0.47,0.4,1.6666666666666667,0.3333333333333333,0.2,0.5,-0.14600626227344055,120000.0
184,0.68,0.2,0.6,1.0785075195126594,3.0,2.0,0.93,0.6,0.16666666666666666,0.6666666666666666,0.3,0.7,0.09111906517699317,200000.0
185,0.12,0.1,0.6,-0.5015419760137065,3.0,1.0,-0.02,0.2,3.2666666666666666,0.6666666666666666,0.2,0.5,-0.308566397998125,127000.0
186,0.68,0.2,1.0,3.9835141823719784,4.0,2.0,-0.18,0.2,3.8,1.0,0.4,1.0,1.2460777606709905,475000.0
187,0.44,0.1,0.72,-0.5681705691985534,3.0,2.0,0.8,0.8,0.6333333333333333,0.6666666666666666,0.3,0.7,-0.05710931998750026,173000.0
188,0.68,0.1,0.6,0.2675423567485246,3.0,2.0,0.06,0.8,3.1,0.3333333333333333,0.2,0.5,-0.01070651922268589,135000.0
189,0.8,0.1,0.76,-0.554844850561584,2.0,0.0,0.69,0.8,1.0,0.6666666666666666,0.2,0.5,-0.35065965139169314,153337.0
190,0.88,0.1,0.4,0.14761088901580044,0.0,1.0,0.91,0.6,0.23333333333333334,0.6666666666666666,0.4,0.8,-0.5606248082000864,286000.0
191,0.24,0.1,0.8,2.3063773082048353,3.0,2.0,0.22,0.4,2.5,0.6666666666666666,0.3,0.8,0.005329005879625771,315000.0
192,0.48,0.1,0.8,-0.06940795735770043,4.0,1.0,0.62,0.4,1.1666666666666667,0.6666666666666666,0.3,0.7,-0.3051588489138838,184000.0
193,0.2,0.1,0.4,-0.1607843137254903,3.0,2.0,0.89,0.8,0.3333333333333333,0.6666666666666666,0.3,0.7,-0.1503158096446868,192000.0
194,0.28,0.2,0.8,0.36843708357129257,3.0,2.0,0.94,0.2,0.06666666666666667,0.6666666666666666,0.3,0.7,-0.8012579067666509,130000.0
195,0.2,0.1,0.4,-1.2401675233200078,3.0,1.0,0.62,0.6,1.2,0.3333333333333333,0.2,0.5,-0.3344236822256026,127000.0
196,0.56,0.1,0.8,-0.11319246145059973,3.0,2.0,0.66,0.8,1.1,0.6666666666666666,0.2,0.6,-0.8255116384838972,148500.0
197,0.84,0.1,0.4,0.40079954311821814,3.0,2.0,0.97,0.4,0.0,1.0,0.4,0.7,-0.1103272189207971,311872.0
198,0.48,0.1,0.8,3.03929183323815,4.0,2.0,0.08,0.2,2.933333333333333,0.6666666666666666,0.3,0.8,1.4935259574060376,235000.0
199,0.68,0.2,1.0,1.3583476108890158,5.0,1.0,0.02,0.8,3.2333333333333334,0.0,0.2,0.6,-0.500792255162086,104000.0
200,0.6,0.1,0.4,0.37605177993527505,3.0,2.0,0.94,0.8,0.16666666666666666,1.0,0.4,0.8,-0.09278836334014372,274900.0
201,0.28,0.2,0.4,-0.750923281934133,2.0,2.0,0.93,1.0,0.23333333333333334,0.6666666666666666,0.2,0.4,-0.19752038666461674,140000.0
202,0.44,0.1,0.4,-0.4501427755568248,3.0,2.0,0.67,0.6,1.0333333333333334,0.6666666666666666,0.2,0.6,-0.039269798311178536,171500.0
203,0.68,0.1,0.6,-0.39112887873596053,2.0,2.0,0.14,0.2,2.7333333333333334,0.3333333333333333,0.2,0.6,-0.3524636479657032,112000.0
204,0.2,0.2,0.4,-1.2706263087759377,1.0,1.0,0.94,0.6,0.13333333333333333,0.6666666666666666,0.3,0.6,-0.6092324936664687,149000.0
205,0.68,0.2,0.6,-0.4406244051018467,2.0,1.0,0.37,0.8,2.066666666666667,0.3333333333333333,0.2,0.5,-0.7032407595787707,110000.0
206,0.32,0.1,0.4,-0.13984389872453845,3.0,2.0,0.8,0.8,0.6333333333333333,0.6666666666666666,0.2,0.7,0.13371342873000852,180500.0
207,0.76,0.1,0.4,0.3436893203883495,3.0,1.0,0.52,0.4,1.5,0.3333333333333333,0.2,0.5,0.31631797083258256,143900.0
208,0.48,0.1,0.4,-0.790900437845041,3.0,1.0,0.5,0.6,1.6,0.3333333333333333,0.2,0.4,0.19805597320303406,141000.0
209,0.8,0.1,0.8,1.040434037692747,3.0,2.0,0.78,0.4,0.6333333333333333,0.6666666666666666,0.2,0.7,0.38557139486819103,277000.0
210,0.48,0.1,0.4,-0.806129830573006,3.0,1.0,0.54,0.6,1.4666666666666666,0.6666666666666666,0.2,0.6,-0.22718610810389334,145000.0
211,0.28,0.1,0.4,-1.2401675233200078,2.0,1.0,0.15,0.6,2.7666666666666666,0.0,0.2,0.5,-0.4923736044833724,98000.0
212,0.28,0.1,0.4,-0.5776889396535314,3.0,2.0,0.99,1.0,0.03333333333333333,0.6666666666666666,0.3,0.6,-0.009704298903791412,186000.0
213,0.84,0.5,0.8,0.6406624785836664,3.0,2.0,0.99,0.8,0.0,0.6666666666666666,0.3,0.7,-0.18809951566700864,252678.0
214,0.2,0.1,0.4,-1.0003045878545596,3.0,1.0,0.85,0.2,0.36666666666666664,0.6666666666666666,0.2,0.5,0.30579465748419055,156000.0
215,0.2,0.1,0.8,-0.2350276032743195,3.0,1.0,0.67,1.0,1.1,0.3333333333333333,0.2,0.6,0.03840227640314357,161750.0
216,0.48,0.1,0.4,-0.5320007614696365,2.0,1.0,0.47,0.2,1.6333333333333333,0.3333333333333333,0.3,0.5,-0.0506951099465756,134450.0
217,0.2,0.1,0.4,-0.15126594327051218,3.0,2.0,0.94,0.6,0.13333333333333333,0.6666666666666666,0.3,0.7,-0.20714170172600374,210000.0
218,0.68,0.2,0.8,-0.35686274509803934,3.0,1.0,0.15,0.2,2.7,0.3333333333333333,0.2,0.4,-0.06121842329496763,107000.0
219,0.24,0.1,0.6,0.8348372358652199,3.0,1.0,0.29,0.6,2.3,0.6666666666666666,0.3,0.7,0.5154591481969155,311500.0
220,0.0,0.1,0.4,-0.509156672377689,2.0,2.0,0.95,0.2,0.03333333333333333,0.6666666666666666,0.3,0.7,-0.7523495552046002,167240.0
221,0.2,0.1,0.4,-0.033238149628783624,2.0,2.0,0.96,0.2,0.0,0.6666666666666666,0.3,0.7,-0.15302180450570188,204900.0
222,0.32,0.1,0.8,1.4306872263468495,4.0,2.0,0.92,0.8,0.23333333333333334,0.6666666666666666,0.3,0.6,-0.24542651790777284,200000.0
223,0.64,0.1,0.8,0.06956025128497995,3.0,2.0,0.65,0.2,1.0333333333333334,0.6666666666666666,0.2,0.6,0.09602994473957611,179900.0
224,0.48,0.1,0.4,-1.2401675233200078,2.0,1.0,0.61,0.8,1.2666666666666666,0.6666666666666666,0.2,0.4,-0.0016865363526355809,97000.0
225,0.6,0.1,0.4,1.668646487721302,3.0,2.0,0.93,0.8,0.2,1.0,0.4,1.0,0.2961733424228035,386250.0
226,0.08,0.2,0.8,-0.4063582714639255,3.0,2.0,0.61,0.8,1.2666666666666666,0.3333333333333333,0.2,0.5,-0.885644857617566,112000.0
227,0.52,0.1,0.8,1.9123167713687417,4.0,2.0,0.85,0.4,0.4,1.0,0.3,0.7,-0.05680865389183192,290000.0
228,0.08,0.2,0.8,-1.0060156101275464,2.0,1.0,0.6,0.6,1.2666666666666666,0.3333333333333333,0.2,0.6,-0.8667028935904603,106000.0
229,0.76,0.1,0.4,-1.148791166952218,3.0,1.0,0.57,1.0,1.4333333333333333,0.3333333333333333,0.2,0.5,-0.20002593746185296,125000.0
230,0.0,0.1,0.4,0.07527127355796681,2.0,2.0,0.95,0.8,0.13333333333333333,0.6666666666666666,0.3,0.7,-0.7351113657196152,192500.0
231,0.48,0.1,0.4,-0.6119550732914526,3.0,1.0,0.49,1.0,1.7,0.3333333333333333,0.2,0.6,-0.1760728718402749,148000.0
232,0.52,0.1,0.8,2.433923472301542,4.0,2.0,0.85,0.8,0.4666666666666667,1.0,0.4,0.8,0.4631432475506237,403000.0
233,0.08,0.2,0.8,-1.0060156101275464,2.0,1.0,0.62,0.2,1.1333333333333333,0.3333333333333333,0.2,0.6,-0.885644857617566,94500.0
234,0.2,0.1,0.4,-1.1830573005901392,3.0,1.0,0.66,1.0,1.1333333333333333,0.3333333333333333,0.2,0.5,0.013346768430781602,128200.0
235,0.32,0.1,0.8,0.8462592804111936,4.0,2.0,0.92,1.0,0.26666666666666666,0.6666666666666666,0.3,0.6,-0.26717469882778305,216500.0
236,0.08,0.2,0.8,-1.0060156101275464,2.0,1.0,0.61,0.6,1.2333333333333334,0.3333333333333333,0.2,0.6,-0.885644857617566,89500.0
237,0.2,0.1,0.4,-0.19314677327241586,3.0,2.0,0.94,1.0,0.2,0.6666666666666666,0.3,0.7,-0.1747699854257121,185500.0
238,0.8,0.1,0.8,0.43506567675613933,3.0,2.0,0.83,1.0,0.5666666666666667,0.6666666666666666,0.3,0.7,-0.10661900374088752,194500.0
239,0.6,0.1,0.4,0.33988197220635824,3.0,2.0,0.97,0.4,0.0,1.0,0.3,0.8,0.15165317243821969,318000.0
240,0.28,0.1,0.6,-0.054178564629735464,3.0,1.0,0.35,1.0,2.1666666666666665,0.3333333333333333,0.2,0.6,-0.1779770904461744,113000.0
241,0.84,0.5,0.4,0.09621168855891865,3.0,2.0,0.98,1.0,0.06666666666666667,0.6666666666666666,0.3,0.8,-0.15201958418680742,262500.0
242,0.68,0.2,0.4,-1.2363601751380164,2.0,1.0,0.35,0.4,2.066666666666667,0.0,0.3,0.5,-0.6651563874607805,110500.0
243,0.68,0.2,0.6,-0.1436512469065297,3.0,1.0,-0.1,0.2,3.533333333333333,0.3333333333333333,0.2,0.5,-0.552907711744599,79000.0
244,0.8,0.1,0.8,-0.5681705691985534,3.0,1.0,0.7,0.8,0.9666666666666667,0.3333333333333333,0.2,0.6,0.024571636002399765,120000.0
245,0.8,0.1,0.8,1.1318103940605369,3.0,2.0,0.84,1.0,0.5333333333333333,0.6666666666666666,0.3,0.7,-0.16404622801354116,205000.0
246,0.64,0.1,0.4,0.6787359604035789,3.0,2.0,0.78,0.2,0.6,0.6666666666666666,0.2,0.7,-0.01170873954158037,241500.0
247,0.68,0.2,0.8,0.7853417094993337,4.0,2.0,0.0,0.2,3.2,0.3333333333333333,0.1,0.6,-0.13778805565850583,137000.0
248,0.48,0.1,0.4,-0.2673900628212451,2.0,1.0,0.44,0.2,1.7333333333333334,0.6666666666666666,0.2,0.6,0.07949330947781721,140000.0
249,0.2,0.1,0.8,0.2903864458404721,3.0,2.0,0.93,0.4,0.13333333333333333,0.6666666666666666,0.3,0.7,0.08019486370104334,180000.0
250,0.16,0.1,0.6,1.196535313154388,4.0,2.0,0.48,0.4,1.6333333333333333,0.6666666666666666,0.3,0.6,14.881285199230375,277000.0
251,0.12,0.1,0.4,-0.398743575099943,3.0,1.0,0.3,1.0,2.3333333333333335,0.0,0.1,0.3,-0.5178300005832922,76500.0
252,0.24,0.2,0.4,0.20852845992766034,2.0,2.0,0.96,0.4,0.03333333333333333,0.6666666666666666,0.3,0.8,-0.577963219716961,235000.0
253,0.8,0.1,0.8,0.23708357129259466,3.0,2.0,0.94,0.6,0.13333333333333333,0.6666666666666666,0.3,0.6,-0.21556035240471738,173000.0
254,0.48,0.1,0.72,-0.4063582714639255,3.0,2.0,0.54,0.4,1.4333333333333333,0.3333333333333333,0.3,0.6,-0.11694187302550065,158000.0
255,0.48,0.1,0.4,-0.38351418237197804,3.0,1.0,0.47,1.0,1.7666666666666666,0.3333333333333333,0.2,0.5,-0.21215280332047615,145000.0
256,0.32,0.1,0.8,1.4763754045307445,4.0,2.0,0.89,0.2,0.23333333333333334,0.6666666666666666,0.3,0.7,-0.17827775654184275,230000.0
257,0.84,0.5,0.8,0.4046068913002094,3.0,2.0,0.93,0.6,0.16666666666666666,0.6666666666666666,0.3,0.6,-0.17296598885170203,207500.0
258,0.2,0.1,0.4,0.16855130401675228,3.0,2.0,0.96,0.8,0.1,0.6666666666666666,0.3,0.7,-0.1706608821182447,220000.0
259,0.2,0.1,0.8,0.5264420331239291,3.0,2.0,0.91,0.6,0.23333333333333334,0.6666666666666666,0.3,0.7,0.19224309535344608,231500.0
260,0.68,0.2,0.4,-1.2059013896820867,2.0,1.0,0.46,0.6,1.7333333333333334,0.3333333333333333,0.2,0.5,0.21900237786792867,97000.0
261,0.48,0.1,0.72,-0.25406434418427576,3.0,1.0,0.52,0.8,1.5666666666666667,0.6666666666666666,0.2,0.6,0.879866456146948,176000.0
262,0.2,0.1,0.8,2.0151151722825054,3.0,2.0,0.97,0.4,0.0,1.0,0.4,0.8,-0.09308902943581206,276000.0
263,0.76,0.1,0.72,-0.5776889396535314,3.0,1.0,0.67,0.2,0.9666666666666667,0.6666666666666666,0.2,0.6,-0.20503703905632534,151000.0
264,0.68,0.2,0.6,-0.3797068341899868,3.0,1.0,0.19,1.0,2.7,0.6666666666666666,0.2,0.5,-0.5027966957998751,130000.0
265,0.68,0.2,0.4,-1.43053493241957,2.0,1.0,0.15,0.6,2.7666666666666666,0.6666666666666666,0.2,0.5,-0.529656200346247,73000.0
266,0.64,0.1,0.4,-0.1779173805444509,3.0,2.0,0.71,0.6,0.9,0.6666666666666666,0.3,0.6,0.15766649435158656,175500.0
267,0.32,0.1,0.8,-0.008490386445840542,3.0,2.0,0.87,0.2,0.3,0.6666666666666666,0.2,0.6,0.06917044019320408,185000.0
268,0.72,0.1,1.0,1.287911669522178,4.0,2.0,0.29,0.6,2.3,0.3333333333333333,0.3,0.5,-0.21215280332047615,179500.0
269,0.36,0.2,0.4,-1.4038834951456312,2.0,1.0,0.3,0.6,2.2666666666666666,0.3333333333333333,0.2,0.5,-0.362485851154648,120500.0
270,0.28,0.1,0.4,-0.766152674662098,3.0,1.0,0.66,0.4,1.0333333333333334,0.3333333333333333,0.2,0.6,-0.2605600447230795,148000.0
271,0.84,0.5,0.8,0.8062821245002856,3.0,2.0,0.96,0.2,0.0,1.0,0.3,0.8,0.021164086918158537,266000.0
272,0.16,0.1,0.4,-0.2902341519131926,2.0,1.0,0.44,0.6,1.8,0.6666666666666666,0.2,0.7,2.8650644638131317,241500.0
273,0.52,0.1,0.8,1.4363982486198363,4.0,2.0,0.89,1.0,0.36666666666666664,1.0,0.3,0.8,0.12499411195562656,290000.0
274,0.48,0.1,0.4,0.2218541785646297,3.0,2.0,0.48,0.8,1.7,0.3333333333333333,0.2,0.6,-0.09188636505313869,139000.0
275,0.44,0.1,0.4,-1.3315438796877976,2.0,1.0,0.72,0.4,0.8333333333333334,0.3333333333333333,0.2,0.5,-0.22077189806296865,124500.0
276,0.12,0.1,0.6,0.06194555492099746,3.0,2.0,0.15,0.8,2.8,0.6666666666666666,0.4,0.7,-0.3260050315468889,205000.0
277,0.44,0.1,0.4,0.08478964401294492,3.0,2.0,0.93,1.0,0.23333333333333334,0.6666666666666666,0.3,0.7,-0.13237606593647563,201000.0
278,0.32,0.1,0.4,-1.2401675233200078,2.0,1.0,0.41,1.0,1.9666666666666666,0.6666666666666666,0.2,0.4,0.8640313751084153,141000.0
279,0.6,0.1,0.4,1.1527508090614886,3.0,2.0,0.96,0.4,0.03333333333333333,1.0,0.4,0.9,0.3941904896106836,415298.0
280,0.16,0.1,0.8,0.9642870740529221,4.0,2.0,0.67,0.6,1.0333333333333334,0.6666666666666666,0.2,0.7,-0.05129644213791228,192000.0
281,0.8,0.1,0.8,0.8881401104130973,3.0,2.0,0.79,0.4,0.6,0.6666666666666666,0.3,0.7,0.0771882027443599,228500.0
282,0.84,0.5,0.4,-0.4825052351037504,2.0,2.0,0.96,0.2,0.0,0.6666666666666666,0.3,0.6,-0.3324192415878136,185000.0
283,0.6,0.1,0.4,-0.38351418237197804,2.0,2.0,0.97,0.8,0.06666666666666667,0.6666666666666666,0.3,0.7,-0.5465937237355637,207500.0
284,0.84,0.1,0.4,-0.09034837235865227,3.0,2.0,0.98,0.8,0.03333333333333333,1.0,0.3,0.8,-0.0906837006704653,244600.0
285,0.8,0.1,0.4,0.11334475537787925,2.0,2.0,0.82,0.4,0.5,0.6666666666666666,0.3,0.6,-0.2510389516935819,179200.0
286,0.84,0.5,0.8,-0.5053493241956978,2.0,2.0,0.96,0.4,0.03333333333333333,0.6666666666666666,0.3,0.7,-0.6279740136297954,164700.0
287,0.48,0.1,0.6,0.4160289358461831,3.0,1.0,0.52,0.2,1.4666666666666666,0.6666666666666666,0.3,0.6,-0.07324506712170137,159000.0
288,0.48,0.1,0.4,-1.2515895678659814,3.0,1.0,0.61,0.2,1.1666666666666667,0.0,0.2,0.4,-0.2397138620900743,88000.0
289,0.76,0.1,0.4,-1.1716352560441654,3.0,1.0,0.57,1.0,1.4333333333333333,0.3333333333333333,0.2,0.5,-0.0699377400693496,122000.0
290,0.12,0.1,0.8,-0.22741290691033703,3.0,1.0,0.05,0.4,3.066666666666667,0.3333333333333333,0.2,0.6,-0.17907953279695835,153575.0
291,0.2,0.1,0.8,0.7682086426803731,3.0,2.0,0.96,0.2,0.0,0.6666666666666666,0.3,0.8,0.5105482686343326,233230.0
292,0.72,0.1,0.8,0.3817628022082619,6.0,2.0,0.02,0.6,3.2,0.0,0.1,0.5,-0.4840551758365483,135900.0
293,0.28,0.1,0.6,0.3817628022082619,3.0,1.0,0.39,0.8,2.0,0.3333333333333333,0.2,0.5,0.08941529063487255,131000.0
294,0.64,0.1,0.8,1.423072529982867,3.0,2.0,0.67,0.2,0.9666666666666667,0.6666666666666666,0.3,0.7,0.615580958054474,235000.0
295,0.48,0.1,0.4,0.24469826765657715,3.0,1.0,0.43,0.8,1.8666666666666667,0.6666666666666666,0.2,0.6,-0.09188636505313869,167000.0
296,0.44,0.1,0.72,-0.9755568246716164,3.0,1.0,0.74,0.2,0.7333333333333333,0.6666666666666666,0.2,0.6,-0.2585556040852905,142500.0
297,0.36,0.2,0.6,0.08098229583095368,4.0,1.0,0.4,0.4,1.9,0.3333333333333333,0.2,0.5,0.32002618601249216,152000.0
298,0.84,0.5,0.8,0.8272225395012374,3.0,2.0,0.87,0.4,0.3333333333333333,0.6666666666666666,0.3,0.7,-0.31247505724181346,239000.0
299,0.64,0.1,0.8,0.4331620026651437,3.0,1.0,0.58,0.4,1.3,0.6666666666666666,0.2,0.6,0.11857990191470189,175000.0
300,0.24,0.1,0.4,-0.6919093851132687,3.0,1.0,0.4,0.8,1.9666666666666666,0.3333333333333333,0.3,0.6,0.349090575260432,158500.0
301,0.24,0.1,0.4,-0.34163335237007436,2.0,1.0,0.43,0.2,1.7666666666666666,0.3333333333333333,0.2,0.5,0.5244791310669659,157000.0
302,0.2,0.1,0.8,1.7828669331810394,4.0,2.0,0.88,0.4,0.3,0.6666666666666666,0.3,0.8,0.572184818246343,267000.0
303,0.2,0.1,0.4,0.048619836284028106,3.0,2.0,0.91,0.2,0.16666666666666666,1.0,0.3,0.7,0.31942485382115543,205000.0
304,0.2,0.1,0.4,-1.1830573005901392,3.0,1.0,0.62,0.2,1.1333333333333333,0.6666666666666666,0.2,0.5,-0.0718419586752491,149900.0
305,0.68,0.2,1.0,3.7645916619074815,3.0,3.0,-0.3,0.6,4.266666666666667,1.0,0.3,0.7,0.7886644071275505,295000.0
306,0.2,0.1,0.4,0.9224062440510185,3.0,2.0,0.94,0.4,0.1,1.0,0.3,0.8,-0.01311184798803264,305900.0
307,0.8,0.1,0.8,1.3849990481629546,4.0,2.0,0.8,0.4,0.5666666666666667,1.0,0.3,0.7,0.2963737864865824,225000.0
308,0.36,0.2,0.6,-0.20837616600038084,3.0,1.0,0.1,0.6,2.933333333333333,0.0,0.1,0.6,-0.2602593786274111,89500.0
309,0.28,0.1,0.4,-1.2458785455929946,1.0,1.0,0.3,0.8,2.3,0.6666666666666666,0.2,0.4,0.18292244638772742,82500.0
310,0.6,0.1,0.4,0.8158004949552636,3.0,2.0,0.93,0.2,0.1,1.0,0.4,0.9,0.18653043953574755,360000.0
311,0.32,0.1,0.8,-0.02752712735579676,3.0,2.0,0.83,0.2,0.43333333333333335,0.6666666666666666,0.3,0.6,-0.2838115561214314,165600.0
312,0.48,0.1,0.4,-1.0345707214924806,2.0,1.0,0.38,0.8,2.033333333333333,0.3333333333333333,0.2,0.6,-0.2522416160762553,132000.0
313,0.68,0.2,0.6,-0.7566343042071199,3.0,1.0,0.29,0.2,2.2333333333333334,0.6666666666666666,0.2,0.5,-0.27228602245414485,119900.0
314,0.92,0.1,0.4,0.9909385113268608,3.0,2.0,0.55,0.8,1.4666666666666666,0.6666666666666666,0.2,0.7,20.51827338285237,375000.0
315,0.68,0.2,0.8,0.23898724538359029,3.0,1.0,0.15,0.2,2.7,0.6666666666666666,0.4,0.7,-0.09188636505313869,178000.0
316,0.32,0.1,0.8,-0.15888063963449467,3.0,2.0,0.94,0.8,0.16666666666666666,0.6666666666666666,0.3,0.7,-0.2727871326135921,188500.0
317,0.64,0.1,0.8,1.594403198172473,4.0,2.0,0.7,0.8,0.9666666666666667,0.6666666666666666,0.4,0.7,0.2493696535304314,260000.0
318,0.84,0.5,0.8,0.844355606320198,3.0,2.0,0.96,0.4,0.03333333333333333,1.0,0.3,0.8,-0.15201958418680742,270000.0
319,0.52,0.1,0.8,2.15217970683419,4.0,2.0,0.83,0.8,0.5333333333333333,1.0,0.3,0.7,-0.06181975548630431,260000.0
320,0.64,0.1,0.72,-0.08273367599466978,3.0,2.0,0.7,0.8,0.9666666666666667,0.6666666666666666,0.2,0.7,0.36061610892771856,187500.0
321,0.6,0.1,0.8,2.056996002284409,4.0,3.0,0.96,0.2,0.0,1.0,0.3,0.9,0.5754921452986949,342643.0
322,0.6,0.1,0.8,1.8133257186369693,4.0,2.0,0.94,0.4,0.1,1.0,0.3,0.8,0.1585684926385916,354000.0
323,0.8,0.1,0.8,2.312088330477822,4.0,2.0,0.76,0.4,0.7,0.6666666666666666,0.3,0.7,-0.013713180179369327,301000.0
324,0.68,0.2,0.4,-0.6709689701123169,3.0,1.0,0.45,0.2,1.7,0.3333333333333333,0.2,0.3,-0.4707256455952517,126175.0
325,0.48,0.1,0.72,2.7841995050447363,5.0,2.0,0.57,1.0,1.4333333333333333,0.6666666666666666,0.3,0.7,0.07598553836168653,242000.0
326,0.36,0.2,0.52,-1.3562916428707408,2.0,1.0,0.31,0.4,2.2,0.6666666666666666,0.2,0.5,-0.552907711744599,87000.0
327,0.96,0.1,0.4,0.3874738244812488,1.0,1.0,0.83,0.6,0.5,0.6666666666666666,0.3,0.8,0.03299028668111339,324000.0
328,0.48,0.1,0.4,-0.25216067009328014,3.0,1.0,0.5,0.2,1.5333333333333334,0.3333333333333333,0.2,0.6,0.1085576987257571,145250.0
329,0.12,0.1,0.9199999999999999,1.1774985722444318,5.0,2.0,0.06,0.8,3.1,0.6666666666666666,0.3,0.6,0.1374216439099181,214500.0
330,0.36,0.2,0.8,-0.6157624214734438,3.0,1.0,0.1,0.8,2.966666666666667,0.3333333333333333,0.2,0.5,-0.41239642303559304,78000.0
331,0.48,0.1,0.4,0.4046068913002094,6.0,2.0,0.54,0.4,1.4333333333333333,0.3333333333333333,0.2,0.5,0.010740995601655957,119000.0
332,0.48,0.1,0.4,-0.8746620978488484,3.0,1.0,0.48,0.4,1.6333333333333333,0.3333333333333333,0.2,0.5,-0.23460253846371248,139000.0
333,0.6,0.1,0.4,0.21614315629164282,3.0,2.0,0.93,0.8,0.2,1.0,0.3,0.8,0.013847878590228842,284000.0
334,0.6,0.2,0.4,-0.2997525223681707,2.0,2.0,0.94,0.6,0.13333333333333333,0.6666666666666666,0.3,0.7,-0.2323976537621446,207000.0
335,0.32,0.1,0.8,0.23327622311060342,3.0,2.0,0.88,0.6,0.3333333333333333,0.6666666666666666,0.2,0.6,-0.1478102588474506,192000.0
336,0.92,0.1,0.6,0.5150199885779554,3.0,2.0,0.55,0.6,1.4333333333333333,0.6666666666666666,0.2,0.5,15.448541899724649,228950.0
337,0.88,0.1,0.4,0.77391966495336,3.0,2.0,0.95,0.4,0.06666666666666667,1.0,0.3,0.9,0.36482543426707537,377426.0
338,0.2,0.1,0.4,0.039101465829050004,3.0,2.0,0.92,0.6,0.2,0.6666666666666666,0.3,0.7,-0.13848960988173195,214000.0
339,0.64,0.1,0.4,0.20091376356367785,3.0,2.0,0.74,0.2,0.7333333333333333,0.6666666666666666,0.3,0.7,0.36362276988440195,202500.0
340,0.48,0.1,0.4,-0.5719779173805446,3.0,1.0,0.48,0.8,1.7,0.3333333333333333,0.2,0.6,0.1887353242373154,155000.0
341,0.92,0.1,0.8,0.7472682276794212,4.0,2.0,0.92,1.0,0.26666666666666666,0.6666666666666666,0.3,0.8,0.36823298335131655,202900.0
342,0.8,0.3,0.4,-1.283952027412907,2.0,1.0,0.4,0.8,1.9666666666666666,0.3333333333333333,0.2,0.4,-0.21215280332047615,82000.0
343,0.48,0.1,0.4,-0.9051208833047784,2.0,2.0,0.39,0.2,1.9,0.6666666666666666,0.2,0.3,-0.19772083072839564,87500.0
344,0.6,0.1,0.4,0.320845231296402,2.0,2.0,0.95,0.6,0.1,0.6666666666666666,0.4,0.9,-0.16715311100211405,266000.0
345,0.4,0.2,0.8,-0.7680563487530936,3.0,1.0,0.66,1.0,1.1333333333333333,0.3333333333333333,0.2,0.5,-0.7942423645343895,85000.0
346,0.12,0.1,0.6,0.11715210355987049,3.0,1.0,0.29,0.2,2.2333333333333334,0.3333333333333333,0.1,0.6,-0.4090890959832412,140200.0
347,0.48,0.1,0.4,-1.0612221587664195,2.0,1.0,0.5,0.4,1.5666666666666667,0.3333333333333333,0.2,0.6,0.22601792010019,151500.0
348,0.48,0.1,0.4,-0.07131163144869605,3.0,2.0,0.5,0.8,1.6333333333333333,0.6666666666666666,0.2,0.6,0.7098898900624444,157500.0
349,0.6,0.1,0.8,0.21043213401865596,2.0,2.0,0.93,0.6,0.16666666666666666,0.6666666666666666,0.3,0.7,-0.80867433712647,154000.0
350,0.6,0.1,0.8,2.3082809822958312,4.0,2.0,0.95,0.2,0.03333333333333333,1.0,0.4,0.9,0.9936184623414714,437154.0
351,0.6,0.1,0.4,0.673024938130592,2.0,2.0,0.97,0.4,0.0,0.6666666666666666,0.4,0.9,-0.2702815818163559,318061.0
352,0.16,0.1,0.4,-0.1189034837235866,2.0,1.0,0.76,0.2,0.6666666666666666,0.6666666666666666,0.3,0.7,-0.5257475411025586,190000.0
353,0.28,0.1,0.6,-0.7699600228440893,3.0,1.0,0.31,0.6,2.2333333333333334,0.3333333333333333,0.2,0.5,-0.1436009335080938,95000.0
354,0.68,0.2,0.4,-1.5142965924233773,2.0,1.0,0.18,1.0,2.7333333333333334,0.6666666666666666,0.2,0.6,-0.2001261594937424,105900.0
355,0.72,0.1,0.6,0.15141823719779168,2.0,1.0,0.3,0.2,2.2,0.3333333333333333,0.2,0.6,-0.21215280332047615,140000.0
356,0.2,0.1,0.4,-0.6005330287454789,3.0,2.0,0.85,0.4,0.4,0.6666666666666666,0.3,0.6,0.07337976553256088,177500.0
357,0.32,0.1,0.4,-0.6633542737483344,3.0,2.0,0.82,0.8,0.5666666666666667,0.6666666666666666,0.3,0.6,-0.12716452027822434,173000.0
358,0.4,0.2,0.4,-0.7109461260232249,3.0,1.0,0.66,0.4,1.0333333333333334,0.6666666666666666,0.2,0.5,-0.6306800084908105,134000.0
359,0.16,0.1,0.72,-0.3111745669141444,3.0,1.0,0.48,0.2,1.6,0.3333333333333333,0.3,0.5,-0.35947919019796454,130000.0
360,0.52,0.1,0.8,0.7777270131353512,3.0,2.0,0.88,0.2,0.26666666666666666,0.6666666666666666,0.3,0.8,0.14974895383232018,280000.0
